epoch,recon_mse,lr
995,0.003403,5.06e-06
996,0.003409,5.05e-06
997,0.003407,5.04e-06
998,0.003406,5.04e-06
999,0.003403,5.03e-06
1000,0.003401,5.02e-06
1001,0.003403,5.01e-06
1002,0.003401,5.00e-06
1003,0.003419,5.00e-06
1004,0.003406,4.99e-06
1005,0.003398,4.98e-06
1006,0.003394,4.97e-06
1007,0.003396,4.96e-06
1008,0.003394,4.96e-06
1009,0.003416,4.95e-06
1010,0.003413,4.94e-06
1011,0.003404,4.93e-06
1012,0.003396,4.93e-06
1013,0.003411,4.92e-06
1014,0.003394,4.91e-06
1015,0.003384,4.90e-06
1016,0.003371,4.89e-06
1017,0.003376,4.89e-06
1018,0.003393,4.88e-06
1019,0.003382,4.87e-06
1020,0.003380,4.86e-06
1021,0.003378,4.85e-06
1022,0.003372,4.85e-06
1023,0.003372,4.84e-06
1024,0.003368,4.83e-06
1025,0.003396,4.82e-06
1026,0.003373,4.82e-06
1027,0.003368,4.81e-06
1028,0.003366,4.80e-06
1029,0.003359,4.79e-06
1030,0.003358,4.78e-06
1031,0.003357,4.78e-06
1032,0.003354,4.77e-06
1033,0.003358,4.76e-06
1034,0.003353,4.75e-06
1035,0.003355,4.74e-06
1036,0.003360,4.74e-06
1037,0.003372,4.73e-06
1038,0.003364,4.72e-06
1039,0.003370,4.71e-06
1040,0.003362,4.70e-06
1041,0.003351,4.70e-06
1042,0.003337,4.69e-06
1043,0.003333,4.68e-06
1044,0.003332,4.67e-06
1045,0.003343,4.67e-06
1046,0.003344,4.66e-06
1047,0.003338,4.65e-06
1048,0.003350,4.64e-06
1049,0.003351,4.63e-06
1050,0.003338,4.63e-06
1051,0.003336,4.62e-06
1052,0.003336,4.61e-06
1053,0.003324,4.60e-06
1054,0.003335,4.59e-06
1055,0.003330,4.59e-06
1056,0.003320,4.58e-06
1057,0.003328,4.57e-06
1058,0.003342,4.56e-06
1059,0.003330,4.56e-06
1060,0.003331,4.55e-06
1061,0.003316,4.54e-06
1062,0.003315,4.53e-06
1063,0.003319,4.52e-06
1064,0.003307,4.52e-06
1065,0.003310,4.51e-06
1066,0.003307,4.50e-06
1067,0.003303,4.49e-06
1068,0.003306,4.49e-06
1069,0.003306,4.48e-06
1070,0.003304,4.47e-06
1071,0.003297,4.46e-06
1072,0.003310,4.45e-06
1073,0.003303,4.45e-06
1074,0.003295,4.44e-06
1075,0.003299,4.43e-06
1076,0.003307,4.42e-06
1077,0.003307,4.41e-06
1078,0.003300,4.41e-06
1079,0.003313,4.40e-06
1080,0.003305,4.39e-06
1081,0.003307,4.38e-06
1082,0.003297,4.38e-06
1083,0.003287,4.37e-06
1084,0.003278,4.36e-06
1085,0.003277,4.35e-06
1086,0.003287,4.34e-06
1087,0.003277,4.34e-06
1088,0.003292,4.33e-06
1089,0.003279,4.32e-06
1090,0.003275,4.31e-06
1091,0.003269,4.31e-06
1092,0.003273,4.30e-06
1093,0.003274,4.29e-06
1094,0.003263,4.28e-06
1095,0.003265,4.27e-06
1096,0.003268,4.27e-06
1097,0.003273,4.26e-06
1098,0.003268,4.25e-06
1099,0.003265,4.24e-06
1100,0.003270,4.24e-06
1101,0.003272,4.23e-06
1102,0.003258,4.22e-06
1103,0.003273,4.21e-06
1104,0.003263,4.20e-06
1105,0.003258,4.20e-06
1106,0.003264,4.19e-06
1107,0.003265,4.18e-06
1108,0.003257,4.17e-06
1109,0.003253,4.17e-06
1110,0.003254,4.16e-06
1111,0.003258,4.15e-06
1112,0.003250,4.14e-06
1113,0.003252,4.13e-06
1114,0.003261,4.13e-06
1115,0.003258,4.12e-06
1116,0.003256,4.11e-06
1117,0.003255,4.10e-06
1118,0.003264,4.10e-06
1119,0.003274,4.09e-06
1120,0.003256,4.08e-06
1121,0.003244,4.07e-06
1122,0.003242,4.06e-06
1123,0.003233,4.06e-06
1124,0.003223,4.05e-06
1125,0.003223,4.04e-06
1126,0.003211,4.03e-06
1127,0.003219,4.03e-06
1128,0.003229,4.02e-06
1129,0.003229,4.01e-06
1130,0.003222,4.00e-06
1131,0.003225,4.00e-06
1132,0.003226,3.99e-06
1133,0.003226,3.98e-06
1134,0.003224,3.97e-06
1135,0.003216,3.96e-06
1136,0.003222,3.96e-06
1137,0.003216,3.95e-06
1138,0.003215,3.94e-06
1139,0.003207,3.93e-06
1140,0.003203,3.93e-06
1141,0.003218,3.92e-06
1142,0.003212,3.91e-06
1143,0.003203,3.90e-06
1144,0.003209,3.90e-06
1145,0.003202,3.89e-06
1146,0.003208,3.88e-06
1147,0.003208,3.87e-06
1148,0.003197,3.86e-06
1149,0.003200,3.86e-06
1150,0.003192,3.85e-06
1151,0.003197,3.84e-06
1152,0.003189,3.83e-06
1153,0.003190,3.83e-06
1154,0.003206,3.82e-06
1155,0.003206,3.81e-06
1156,0.003199,3.80e-06
1157,0.003195,3.80e-06
1158,0.003190,3.79e-06
1159,0.003192,3.78e-06
1160,0.003181,3.77e-06
1161,0.003182,3.76e-06
1162,0.003177,3.76e-06
1163,0.003175,3.75e-06
1164,0.003187,3.74e-06
1165,0.003177,3.73e-06
1166,0.003186,3.73e-06
1167,0.003173,3.72e-06
1168,0.003183,3.71e-06
1169,0.003192,3.70e-06
1170,0.003180,3.70e-06
1171,0.003177,3.69e-06
1172,0.003177,3.68e-06
1173,0.003174,3.67e-06
1174,0.003171,3.67e-06
